AUROC,MCC,Accuracy,F1,AUPRC,fold,model,featurization,target,split,stopped_epoch
0.8269252077562327,0.558389928096229,0.7789473684210526,0.7835051546391752,0.8239260709199925,0,chemprop,exp_2_cip_rs_multitask,F/L_class,val,38
1.0,1.0,1.0,1.0,1.0000000000000002,0,chemprop,exp_2_cip_rs_multitask,R/S_class,test,38
0.8096398891966757,0.4001995952775779,0.7,0.7046632124352331,0.8176019629822886,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,38
0.8264819944598338,0.5578947368421052,0.7789473684210526,0.7789473684210526,0.8221133342220155,0,chemprop,exp_2_cip_rs_multitask,F/L_class,test,38
0.5094520027472446,-0.0005750446494579022,0.4997124784358827,0.5002871912693854,0.5076874443381652,1,chemprop,exp_2_cip_rs_multitask,R/S_class,train,50
0.4953684062244864,-0.004601277054608152,0.49769982748706154,0.5027042413891261,0.5007662752247681,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,50
0.49710213314877283,-0.007482338148647945,0.496262219666475,0.5067567567567568,0.49275249167363483,1,chemprop,exp_2_cip_rs_multitask,F/L_class,train,50
1.0,1.0,1.0,1.0,1.0,1,chemprop,exp_2_cip_rs_multitask,R/S_class,val,50
0.825927977839335,0.5055152782453616,0.7526315789473684,0.7564766839378239,0.8033244474069603,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,50
0.8391135734072023,0.6001330082038063,0.8,0.8020833333333334,0.8056218193478276,1,chemprop,exp_2_cip_rs_multitask,F/L_class,val,50
0.9977839335180057,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9976750820848079,1,chemprop,exp_2_cip_rs_multitask,R/S_class,test,50
0.7900277008310249,0.3791364586840212,0.6894736842105263,0.694300518134715,0.794164943483709,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,50
0.8560664819944598,0.6021388059356906,0.8,0.8080808080808081,0.831728403131334,1,chemprop,exp_2_cip_rs_multitask,F/L_class,test,50
0.4791600600637342,-0.03450259339864315,0.48274870615296145,0.48259994247914867,0.4854109646439772,2,chemprop,exp_2_cip_rs_multitask,R/S_class,train,40
