AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,fp_size
0.9543449154316246,0.9499753190636263,0.7457940102943343,0.8691776883266245,0.8777867311308085,0.5,0.6228071468987344,0.7837837837837838,0.8206962327134001,0.43223832870121154,0,RF,morgan_delta_opp,@/@@_class,train,512
0.7318005540166204,0.7398603468932536,0.2762832423274466,0.6368421052631579,0.6600985221674877,0.5,0.3777537317199085,0.6684210526315789,0.7296137339055794,0.43223832870121154,0,RF,morgan_delta_opp,@/@@_class,val,512
0.7997783933518006,0.8089943852862918,0.4450990985692622,0.7210526315789474,0.736318407960199,0.5,0.3633761873336319,0.6578947368421053,0.7257383966244726,0.43223832870121154,0,RF,morgan_delta_opp,@/@@_class,test,512
0.9582381128268347,0.9539155801060417,0.7602896385707636,0.8772282921219091,0.8691388292981919,0.5,0.748331041607373,0.8691776883266245,0.8575899843505478,0.506687516081949,1,RF,morgan_delta_opp,@/@@_class,train,512
0.7520221606648201,0.7597468051875181,0.34112114616897665,0.6684210526315789,0.64,0.5,0.39279220242478624,0.6894736842105263,0.6424242424242425,0.506687516081949,1,RF,morgan_delta_opp,@/@@_class,val,512
0.7818282548476454,0.7906127668298565,0.37139590363795033,0.6842105263157895,0.6629213483146067,0.5,0.3524024384391492,0.6736842105263158,0.6436781609195402,0.506687516081949,1,RF,morgan_delta_opp,@/@@_class,test,512
0.9567950488753593,0.9521211637100442,0.7600418594804436,0.8766532489936745,0.8843354003774603,0.5,0.6070412182230523,0.7740080506037953,0.7120879120879121,0.5728939928073705,2,RF,morgan_delta_opp,@/@@_class,train,512
0.709584487534626,0.7347484023107057,0.22349279988493534,0.6105263157894737,0.6372549019607843,0.5,0.36147844564602555,0.6473684210526316,0.5037037037037037,0.5728939928073705,2,RF,morgan_delta_opp,@/@@_class,val,512
0.7412188365650969,0.7501127891342292,0.3077280344428731,0.6526315789473685,0.6732673267326733,0.5,0.30949223029508643,0.631578947368421,0.5,0.5728939928073705,2,RF,morgan_delta_opp,@/@@_class,test,512
0.9564509819547565,0.9517368203022143,0.7601605974689013,0.8766532489936745,0.8843977364591754,0.5,0.6588874607836885,0.8085106382978723,0.7677824267782427,0.5545509958641595,3,RF,morgan_delta_opp,@/@@_class,train,512
0.6993351800554016,0.680745782579129,0.2857983069734801,0.6421052631578947,0.66,0.5,0.34032964406578037,0.6526315789473685,0.5540540540540541,0.5545509958641595,3,RF,morgan_delta_opp,@/@@_class,val,512
0.7971191135734073,0.8077070448962012,0.38065944099403226,0.6894736842105263,0.7035175879396985,0.5,0.3777537317199085,0.6684210526315789,0.5714285714285714,0.5545509958641595,3,RF,morgan_delta_opp,@/@@_class,test,512
0.9607406581945629,0.9563634220486117,0.7696614916090063,0.8824036802760207,0.8886468826572285,0.5,0.6549375530467263,0.80448533640023,0.7603946441155743,0.5625467665149912,4,RF,morgan_delta_opp,@/@@_class,train,512
0.772797783933518,0.7786856238520204,0.32895065750789887,0.6631578947368421,0.6831683168316832,0.5,0.4668995278238409,0.7,0.5957446808510638,0.5625467665149912,4,RF,morgan_delta_opp,@/@@_class,val,512
0.747590027700831,0.7276360208392207,0.363766418634276,0.6789473684210526,0.7053140096618358,0.5,0.3206795577454523,0.6421052631578947,0.5342465753424658,0.5625467665149912,4,RF,morgan_delta_opp,@/@@_class,test,512
0.9720406359401625,0.9671291470226755,0.7996948942283947,0.8967797584818862,0.8899785473490652,0.5,0.788528024586121,0.8878665899942496,0.8970976253298153,0.4877073236754924,0,RF,morgan_delta_opp,F/L_class,train,512
0.8722437673130194,0.863316824743122,0.6033519813884579,0.8,0.7888888888888889,0.5,0.627908342533866,0.8105263157894737,0.8235294117647058,0.4877073236754924,0,RF,morgan_delta_opp,F/L_class,val,512
0.8526315789473684,0.8528504824470785,0.5232642267732821,0.7578947368421053,0.735632183908046,0.5,0.5349506156386412,0.7631578947368421,0.782608695652174,0.4877073236754924,0,RF,morgan_delta_opp,F/L_class,test,512
0.9714918814425746,0.9663296992928683,0.7821341571939989,0.8858539390454284,0.8757433489827856,0.5,0.769292520297434,0.8760782058654399,0.8615483456472856,0.5134548822510894,1,RF,morgan_delta_opp,F/L_class,train,512
0.8443213296398893,0.8311071423581896,0.5232642267732821,0.7578947368421053,0.735632183908046,0.5,0.5581525915794754,0.7684210526315789,0.7317073170731707,0.5134548822510894,1,RF,morgan_delta_opp,F/L_class,val,512
0.8937396121883657,0.8840940187690258,0.6182820774312703,0.8052631578947368,0.7885714285714286,0.5,0.5896280084673328,0.7894736842105263,0.7674418604651163,0.5134548822510894,1,RF,morgan_delta_opp,F/L_class,test,512
0.9730458867221252,0.9683917272883515,0.7873655702511674,0.8887291546866015,0.8791757727130814,0.5,0.7890285797172216,0.8881541115583669,0.8771708241237764,0.5067256000706102,2,RF,morgan_delta_opp,F/L_class,train,512
0.845983379501385,0.8397613446555798,0.531313927552782,0.7631578947368421,0.7457627118644068,0.5,0.5659796738568154,0.7789473684210526,0.7586206896551724,0.5067256000706102,2,RF,morgan_delta_opp,F/L_class,val,512
0.8783379501385041,0.8790746704968434,0.5756419341601482,0.7842105263157895,0.7657142857142857,0.5,0.5951251837310959,0.7894736842105263,0.7619047619047619,0.5067256000706102,2,RF,morgan_delta_opp,F/L_class,test,512
0.9744601819834589,0.9695717808251079,0.7988397383306817,0.8956296722254169,0.8879283729546156,0.5,0.6986039790825561,0.8300747556066705,0.7968374011687865,0.5552635590537864,3,RF,morgan_delta_opp,F/L_class,train,512
